codigo_municipio,nome_municipio,uf,ano,forma_declaracao_idade,sexo,faixa_etaria,populacao
,Santa Rita,PB,2022,Total,Total,47 anos,2077.0
,Santa Rita,PB,2022,Total,Total,48 anos,2043.0
,Santa Rita,PB,2022,Total,Total,49 anos,2053.0
,Santa Rita,PB,2022,Total,Total,50 anos,1996.0
,Santa Rita,PB,2022,Total,Total,51 anos,1785.0
,Santa Rita,PB,2022,Total,Total,52 anos,2004.0
,Santa Rita,PB,2022,Total,Total,53 anos,1776.0
,Santa Rita,PB,2022,Total,Total,54 anos,1747.0
,Santa Rita,PB,2022,Total,Total,55 anos,1635.0
,Santa Rita,PB,2022,Total,Total,56 anos,1614.0
,Santa Rita,PB,2022,Total,Total,57 anos,1557.0
,Santa Rita,PB,2022,Total,Total,58 anos,1478.0
,Santa Rita,PB,2022,Total,Total,59 anos,1277.0
,Santa Rita,PB,2022,Total,Total,60 anos,1334.0
,Santa Rita,PB,2022,Total,Total,61 anos,1194.0
,Santa Rita,PB,2022,Total,Total,62 anos,1209.0
,Santa Rita,PB,2022,Total,Total,63 anos,1076.0
,Santa Rita,PB,2022,Total,Total,64 anos,1024.0
,Santa Rita,PB,2022,Total,Total,65 anos,974.0
,Santa Rita,PB,2022,Total,Total,66 anos,935.0
,Santa Rita,PB,2022,Total,Total,67 anos,844.0
,Santa Rita,PB,2022,Total,Total,68 anos,812.0
,Santa Rita,PB,2022,Total,Total,69 anos,735.0
,Santa Rita,PB,2022,Total,Total,70 anos,705.0
,Santa Rita,PB,2022,Total,Total,71 anos,667.0
,Santa Rita,PB,2022,Total,Total,72 anos,769.0
,Santa Rita,PB,2022,Total,Total,73 anos,536.0
,Santa Rita,PB,2022,Total,Total,74 anos,558.0
,Santa Rita,PB,2022,Total,Total,75 anos,519.0
,Santa Rita,PB,2022,Total,Total,76 anos,430.0
,Santa Rita,PB,2022,Total,Total,77 anos,439.0
,Santa Rita,PB,2022,Total,Total,78 anos,362.0
,Santa Rita,PB,2022,Total,Total,79 anos,324.0
,Santa Rita,PB,2022,Total,Total,80 anos,310.0
,Santa Rita,PB,2022,Total,Total,81 anos,285.0
,Santa Rita,PB,2022,Total,Total,82 anos,300.0
,Santa Rita,PB,2022,Total,Total,83 anos,221.0
,Santa Rita,PB,2022,Total,Total,84 anos,184.0
,Santa Rita,PB,2022,Total,Total,85 anos,213.0
,Santa Rita,PB,2022,Total,Total,86 anos,194.0
,Santa Rita,PB,2022,Total,Total,87 anos,138.0
,Santa Rita,PB,2022,Total,Total,88 anos,102.0
,Santa Rita,PB,2022,Total,Total,89 anos,92.0
,Santa Rita,PB,2022,Total,Total,90 anos,86.0
,Santa Rita,PB,2022,Total,Total,91 anos,65.0
,Santa Rita,PB,2022,Total,Total,92 anos,77.0
,Santa Rita,PB,2022,Total,Total,93 anos,55.0
,Santa Rita,PB,2022,Total,Total,94 anos,42.0
,Santa Rita,PB,2022,Total,Total,95 anos,28.0
,Santa Rita,PB,2022,Total,Total,96 anos,19.0
,Santa Rita,PB,2022,Total,Total,97 anos,11.0
,Santa Rita,PB,2022,Total,Total,98 anos,13.0
,Santa Rita,PB,2022,Total,Total,99 anos,13.0
,Santa Rita,PB,2022,Total,Total,100 anos ou mais,32.0
